"Diagnoses_Count","Year","Cancer_Type","AgeGroup","Sex"
22,2011,"Pancreatic cancer",12,2
11,2011,"Pancreatic cancer",13,2
41,2011,"Pancreatic cancer",14,2
12,2011,"Pancreatic cancer",15,2
20,2011,"Pancreatic cancer",16,2
46,2011,"Pancreatic cancer",17,2
11,2011,"Pancreatic cancer",18,2
13,2012,"Pancreatic cancer",2,1
15,2012,"Pancreatic cancer",7,1
14,2012,"Pancreatic cancer",8,1
18,2012,"Pancreatic cancer",9,1
5,2012,"Pancreatic cancer",10,1
13,2012,"Pancreatic cancer",11,1
23,2012,"Pancreatic cancer",13,1
15,2012,"Pancreatic cancer",14,1
28,2012,"Pancreatic cancer",15,1
19,2012,"Pancreatic cancer",16,1
17,2012,"Pancreatic cancer",17,1
12,2012,"Pancreatic cancer",18,1
15,2012,"Pancreatic cancer",1,2
4,2012,"Pancreatic cancer",2,2
19,2012,"Pancreatic cancer",3,2
2,2012,"Pancreatic cancer",6,2
16,2012,"Pancreatic cancer",7,2
5,2012,"Pancreatic cancer",10,2
25,2012,"Pancreatic cancer",11,2
24,2012,"Pancreatic cancer",12,2
28,2012,"Pancreatic cancer",13,2
24,2012,"Pancreatic cancer",14,2
43,2012,"Pancreatic cancer",15,2
36,2012,"Pancreatic cancer",16,2
29,2012,"Pancreatic cancer",17,2
16,2012,"Pancreatic cancer",18,2
18,2013,"Pancreatic cancer",2,1
15,2013,"Pancreatic cancer",4,1
17,2013,"Pancreatic cancer",5,1
20,2013,"Pancreatic cancer",6,1
15,2013,"Pancreatic cancer",8,1
15,2013,"Pancreatic cancer",9,1
25,2013,"Pancreatic cancer",10,1
12,2013,"Pancreatic cancer",11,1
27,2013,"Pancreatic cancer",12,1
15,2013,"Pancreatic cancer",13,1
26,2013,"Pancreatic cancer",14,1
38,2013,"Pancreatic cancer",15,1
15,2013,"Pancreatic cancer",16,1
25,2013,"Pancreatic cancer",17,1
15,2013,"Pancreatic cancer",18,1
6,2013,"Pancreatic cancer",3,2
18,2013,"Pancreatic cancer",4,2
5,2013,"Pancreatic cancer",5,2
3,2013,"Pancreatic cancer",6,2
5,2013,"Pancreatic cancer",7,2
7,2013,"Pancreatic cancer",9,2
3,2013,"Pancreatic cancer",10,2
31,2013,"Pancreatic cancer",12,2
2,2013,"Pancreatic cancer",13,2
14,2013,"Pancreatic cancer",14,2
8,2013,"Pancreatic cancer",15,2
15,2013,"Pancreatic cancer",16,2
16,2013,"Pancreatic cancer",17,2
25,2013,"Pancreatic cancer",18,2
13,2014,"Pancreatic cancer",1,1
8,2014,"Pancreatic cancer",3,1
13,2014,"Pancreatic cancer",5,1
4,2014,"Pancreatic cancer",6,1
3,2014,"Pancreatic cancer",7,1
17,2014,"Pancreatic cancer",9,1
28,2014,"Pancreatic cancer",11,1
1,2014,"Pancreatic cancer",12,1
29,2014,"Pancreatic cancer",13,1
52,2014,"Pancreatic cancer",14,1
44,2014,"Pancreatic cancer",15,1
10,2014,"Pancreatic cancer",16,1
12,2014,"Pancreatic cancer",17,1
40,2014,"Pancreatic cancer",18,1
16,2014,"Pancreatic cancer",1,2
2,2014,"Pancreatic cancer",3,2
19,2014,"Pancreatic cancer",4,2
20,2014,"Pancreatic cancer",5,2
11,2014,"Pancreatic cancer",6,2
14,2014,"Pancreatic cancer",8,2
18,2014,"Pancreatic cancer",9,2
10,2014,"Pancreatic cancer",10,2
31,2014,"Pancreatic cancer",13,2
39,2014,"Pancreatic cancer",14,2
28,2014,"Pancreatic cancer",15,2
42,2014,"Pancreatic cancer",16,2
43,2014,"Pancreatic cancer",17,2
29,2014,"Pancreatic cancer",18,2
6,2015,"Pancreatic cancer",2,1
8,2015,"Pancreatic cancer",3,1
18,2015,"Pancreatic cancer",4,1
20,2015,"Pancreatic cancer",7,1
6,2015,"Pancreatic cancer",10,1
24,2015,"Pancreatic cancer",11,1
25,2015,"Pancreatic cancer",12,1
12,2015,"Pancreatic cancer",13,1
24,2015,"Pancreatic cancer",14,1
38,2015,"Pancreatic cancer",15,1
14,2015,"Pancreatic cancer",16,1
3,2015,"Pancreatic cancer",17,1
37,2015,"Pancreatic cancer",18,1
16,2015,"Pancreatic cancer",1,2
19,2015,"Pancreatic cancer",2,2
13,2015,"Pancreatic cancer",3,2
2,2015,"Pancreatic cancer",7,2
4,2015,"Pancreatic cancer",8,2
7,2015,"Pancreatic cancer",10,2
11,2015,"Pancreatic cancer",11,2
30,2015,"Pancreatic cancer",12,2
32,2015,"Pancreatic cancer",13,2
36,2015,"Pancreatic cancer",14,2
31,2015,"Pancreatic cancer",15,2
10,2015,"Pancreatic cancer",16,2
22,2015,"Pancreatic cancer",17,2
33,2015,"Pancreatic cancer",18,2
9,2016,"Pancreatic cancer",1,1
8,2016,"Pancreatic cancer",2,1
15,2016,"Pancreatic cancer",3,1
11,2016,"Pancreatic cancer",5,1
14,2016,"Pancreatic cancer",6,1
1,2016,"Pancreatic cancer",7,1
3,2016,"Pancreatic cancer",8,1
18,2016,"Pancreatic cancer",9,1
18,2016,"Pancreatic cancer",10,1
15,2016,"Pancreatic cancer",11,1
4,2016,"Pancreatic cancer",12,1
15,2016,"Pancreatic cancer",13,1
13,2016,"Pancreatic cancer",14,1
26,2016,"Pancreatic cancer",15,1
38,2016,"Pancreatic cancer",16,1
39,2016,"Pancreatic cancer",17,1
46,2016,"Pancreatic cancer",18,1
19,2016,"Pancreatic cancer",1,2
4,2016,"Pancreatic cancer",4,2
13,2016,"Pancreatic cancer",5,2
15,2016,"Pancreatic cancer",6,2
15,2016,"Pancreatic cancer",9,2
7,2016,"Pancreatic cancer",10,2
6,2016,"Pancreatic cancer",11,2
32,2016,"Pancreatic cancer",12,2
27,2016,"Pancreatic cancer",13,2
5,2016,"Pancreatic cancer",14,2
28,2016,"Pancreatic cancer",15,2
14,2016,"Pancreatic cancer",16,2
34,2016,"Pancreatic cancer",17,2
36,2016,"Pancreatic cancer",18,2
1,2017,"Pancreatic cancer",2,1
17,2017,"Pancreatic cancer",3,1
13,2017,"Pancreatic cancer",5,1
16,2017,"Pancreatic cancer",7,1
1,2017,"Pancreatic cancer",8,1
27,2017,"Pancreatic cancer",11,1
19,2017,"Pancreatic cancer",12,1
28,2017,"Pancreatic cancer",13,1
40,2017,"Pancreatic cancer",14,1
62,2017,"Pancreatic cancer",15,1
32,2017,"Pancreatic cancer",16,1
43,2017,"Pancreatic cancer",17,1
21,2017,"Pancreatic cancer",18,1
6,2017,"Pancreatic cancer",1,2
9,2017,"Pancreatic cancer",2,2
1,2017,"Pancreatic cancer",5,2
19,2017,"Pancreatic cancer",8,2
12,2017,"Pancreatic cancer",9,2
5,2017,"Pancreatic cancer",10,2
17,2017,"Pancreatic cancer",11,2
27,2017,"Pancreatic cancer",12,2
32,2017,"Pancreatic cancer",13,2
24,2017,"Pancreatic cancer",14,2
12,2017,"Pancreatic cancer",15,2
22,2017,"Pancreatic cancer",16,2
16,2017,"Pancreatic cancer",17,2
18,2017,"Pancreatic cancer",18,2
4,2018,"Pancreatic cancer",1,1
9,2018,"Pancreatic cancer",2,1
22,2018,"Pancreatic cancer",10,1
29,2018,"Pancreatic cancer",11,1
32,2018,"Pancreatic cancer",12,1
52,2018,"Pancreatic cancer",13,1
27,2018,"Pancreatic cancer",14,1
23,2018,"Pancreatic cancer",15,1
23,2018,"Pancreatic cancer",16,1
42,2018,"Pancreatic cancer",17,1
42,2018,"Pancreatic cancer",18,1
10,2018,"Pancreatic cancer",3,2
9,2018,"Pancreatic cancer",4,2
13,2018,"Pancreatic cancer",7,2
18,2018,"Pancreatic cancer",8,2
15,2018,"Pancreatic cancer",9,2
18,2018,"Pancreatic cancer",12,2
30,2018,"Pancreatic cancer",13,2
35,2018,"Pancreatic cancer",14,2
48,2018,"Pancreatic cancer",15,2
41,2018,"Pancreatic cancer",16,2
40,2018,"Pancreatic cancer",17,2
63,2018,"Pancreatic cancer",18,2
8,2019,"Pancreatic cancer",2,1
16,2019,"Pancreatic cancer",3,1
4,2019,"Pancreatic cancer",7,1
18,2019,"Pancreatic cancer",8,1
6,2019,"Pancreatic cancer",9,1
12,2019,"Pancreatic cancer",10,1
26,2019,"Pancreatic cancer",11,1
17,2019,"Pancreatic cancer",12,1
12,2019,"Pancreatic cancer",13,1
50,2019,"Pancreatic cancer",14,1
28,2019,"Pancreatic cancer",15,1
63,2019,"Pancreatic cancer",16,1
46,2019,"Pancreatic cancer",17,1
36,2019,"Pancreatic cancer",18,1
15,2019,"Pancreatic cancer",2,2
6,2019,"Pancreatic cancer",4,2
22,2019,"Pancreatic cancer",6,2
5,2019,"Pancreatic cancer",7,2
25,2019,"Pancreatic cancer",10,2
10,2019,"Pancreatic cancer",11,2
28,2019,"Pancreatic cancer",12,2
1,2019,"Pancreatic cancer",13,2
47,2019,"Pancreatic cancer",14,2
24,2019,"Pancreatic cancer",15,2
26,2019,"Pancreatic cancer",16,2
29,2019,"Pancreatic cancer",17,2
44,2019,"Pancreatic cancer",18,2
6,2020,"Pancreatic cancer",1,1
3,2020,"Pancreatic cancer",4,1
5,2020,"Pancreatic cancer",7,1
1,2020,"Pancreatic cancer",8,1
15,2020,"Pancreatic cancer",9,1
13,2020,"Pancreatic cancer",10,1
15,2020,"Pancreatic cancer",11,1
23,2020,"Pancreatic cancer",12,1
53,2020,"Pancreatic cancer",13,1
55,2020,"Pancreatic cancer",14,1
70,2020,"Pancreatic cancer",15,1
53,2020,"Pancreatic cancer",16,1
44,2020,"Pancreatic cancer",17,1
27,2020,"Pancreatic cancer",18,1
6,2020,"Pancreatic cancer",1,2
6,2020,"Pancreatic cancer",2,2
5,2020,"Pancreatic cancer",3,2
12,2020,"Pancreatic cancer",4,2
20,2020,"Pancreatic cancer",5,2
11,2020,"Pancreatic cancer",6,2
19,2020,"Pancreatic cancer",8,2
14,2020,"Pancreatic cancer",9,2
10,2020,"Pancreatic cancer",10,2
28,2020,"Pancreatic cancer",12,2
30,2020,"Pancreatic cancer",13,2
58,2020,"Pancreatic cancer",14,2
33,2020,"Pancreatic cancer",15,2
26,2020,"Pancreatic cancer",16,2
38,2020,"Pancreatic cancer",17,2
58,2020,"Pancreatic cancer",18,2
17,2021,"Pancreatic cancer",2,1
17,2021,"Pancreatic cancer",3,1
16,2021,"Pancreatic cancer",4,1
17,2021,"Pancreatic cancer",5,1
12,2021,"Pancreatic cancer",6,1
10,2021,"Pancreatic cancer",9,1
15,2021,"Pancreatic cancer",10,1
15,2021,"Pancreatic cancer",11,1
25,2021,"Pancreatic cancer",12,1
20,2021,"Pancreatic cancer",13,1
65,2021,"Pancreatic cancer",14,1
39,2021,"Pancreatic cancer",15,1
45,2021,"Pancreatic cancer",16,1
22,2021,"Pancreatic cancer",17,1
30,2021,"Pancreatic cancer",18,1
14,2021,"Pancreatic cancer",3,2
11,2021,"Pancreatic cancer",4,2
16,2021,"Pancreatic cancer",7,2
2,2021,"Pancreatic cancer",8,2
6,2021,"Pancreatic cancer",11,2
35,2021,"Pancreatic cancer",12,2
46,2021,"Pancreatic cancer",13,2
34,2021,"Pancreatic cancer",14,2
39,2021,"Pancreatic cancer",15,2
56,2021,"Pancreatic cancer",16,2
32,2021,"Pancreatic cancer",17,2
63,2021,"Pancreatic cancer",18,2
1,2022,"Pancreatic cancer",1,1
7,2022,"Pancreatic cancer",4,1
9,2022,"Pancreatic cancer",5,1
20,2022,"Pancreatic cancer",8,1
23,2022,"Pancreatic cancer",9,1
4,2022,"Pancreatic cancer",11,1
18,2022,"Pancreatic cancer",12,1
42,2022,"Pancreatic cancer",13,1
23,2022,"Pancreatic cancer",14,1
52,2022,"Pancreatic cancer",15,1
53,2022,"Pancreatic cancer",16,1
36,2022,"Pancreatic cancer",17,1
41,2022,"Pancreatic cancer",18,1
2,2022,"Pancreatic cancer",1,2
13,2022,"Pancreatic cancer",3,2
8,2022,"Pancreatic cancer",6,2
17,2022,"Pancreatic cancer",9,2
10,2022,"Pancreatic cancer",10,2
4,2022,"Pancreatic cancer",11,2
31,2022,"Pancreatic cancer",12,2
21,2022,"Pancreatic cancer",13,2
45,2022,"Pancreatic cancer",14,2
31,2022,"Pancreatic cancer",15,2
44,2022,"Pancreatic cancer",16,2
58,2022,"Pancreatic cancer",17,2
36,2022,"Pancreatic cancer",18,2
10,2023,"Pancreatic cancer",1,1
16,2023,"Pancreatic cancer",6,1
14,2023,"Pancreatic cancer",8,1
23,2023,"Pancreatic cancer",10,1
45,2023,"Pancreatic cancer",12,1
33,2023,"Pancreatic cancer",13,1
60,2023,"Pancreatic cancer",14,1
65,2023,"Pancreatic cancer",15,1
64,2023,"Pancreatic cancer",16,1
45,2023,"Pancreatic cancer",17,1
45,2023,"Pancreatic cancer",18,1
16,2023,"Pancreatic cancer",1,2
6,2023,"Pancreatic cancer",2,2
16,2023,"Pancreatic cancer",3,2
6,2023,"Pancreatic cancer",6,2
6,2023,"Pancreatic cancer",8,2
5,2023,"Pancreatic cancer",10,2
20,2023,"Pancreatic cancer",12,2
24,2023,"Pancreatic cancer",13,2
35,2023,"Pancreatic cancer",14,2
44,2023,"Pancreatic cancer",15,2
57,2023,"Pancreatic cancer",16,2
48,2023,"Pancreatic cancer",17,2
53,2023,"Pancreatic cancer",18,2
8,2005,"Lung cancer",2,1
10,2005,"Lung cancer",3,1
1,2005,"Lung cancer",4,1
9,2005,"Lung cancer",6,1
8,2005,"Lung cancer",7,1
12,2005,"Lung cancer",8,1
15,2005,"Lung cancer",9,1
5,2005,"Lung cancer",10,1
35,2005,"Lung cancer",11,1
62,2005,"Lung cancer",12,1
104,2005,"Lung cancer",13,1
144,2005,"Lung cancer",14,1
153,2005,"Lung cancer",15,1
123,2005,"Lung cancer",16,1
73,2005,"Lung cancer",17,1
57,2005,"Lung cancer",18,1
18,2005,"Lung cancer",2,2
14,2005,"Lung cancer",3,2
4,2005,"Lung cancer",4,2
17,2005,"Lung cancer",5,2
9,2005,"Lung cancer",6,2
16,2005,"Lung cancer",8,2
18,2005,"Lung cancer",10,2
27,2005,"Lung cancer",11,2
26,2005,"Lung cancer",12,2
45,2005,"Lung cancer",13,2
78,2005,"Lung cancer",14,2
79,2005,"Lung cancer",15,2
48,2005,"Lung cancer",16,2
71,2005,"Lung cancer",17,2
29,2005,"Lung cancer",18,2
1,2006,"Lung cancer",1,1
3,2006,"Lung cancer",2,1
2,2006,"Lung cancer",3,1
12,2006,"Lung cancer",4,1
12,2006,"Lung cancer",5,1
4,2006,"Lung cancer",6,1
2,2006,"Lung cancer",8,1
13,2006,"Lung cancer",9,1
4,2006,"Lung cancer",10,1
39,2006,"Lung cancer",11,1
77,2006,"Lung cancer",12,1
112,2006,"Lung cancer",13,1
112,2006,"Lung cancer",14,1
148,2006,"Lung cancer",15,1
142,2006,"Lung cancer",16,1
122,2006,"Lung cancer",17,1
49,2006,"Lung cancer",18,1
16,2006,"Lung cancer",1,2
10,2006,"Lung cancer",2,2
1,2006,"Lung cancer",4,2
10,2006,"Lung cancer",5,2
15,2006,"Lung cancer",7,2
8,2006,"Lung cancer",8,2
7,2006,"Lung cancer",10,2
31,2006,"Lung cancer",11,2
35,2006,"Lung cancer",12,2
47,2006,"Lung cancer",13,2
56,2006,"Lung cancer",14,2
56,2006,"Lung cancer",15,2
78,2006,"Lung cancer",16,2
37,2006,"Lung cancer",17,2
40,2006,"Lung cancer",18,2
18,2007,"Lung cancer",2,1
6,2007,"Lung cancer",3,1
16,2007,"Lung cancer",6,1
8,2007,"Lung cancer",7,1
21,2007,"Lung cancer",8,1
18,2007,"Lung cancer",10,1
55,2007,"Lung cancer",11,1
52,2007,"Lung cancer",12,1
125,2007,"Lung cancer",13,1
119,2007,"Lung cancer",14,1
144,2007,"Lung cancer",15,1
134,2007,"Lung cancer",16,1
117,2007,"Lung cancer",17,1
55,2007,"Lung cancer",18,1
1,2007,"Lung cancer",2,2
9,2007,"Lung cancer",3,2
14,2007,"Lung cancer",6,2
2,2007,"Lung cancer",8,2
7,2007,"Lung cancer",9,2
37,2007,"Lung cancer",10,2
31,2007,"Lung cancer",11,2
37,2007,"Lung cancer",12,2
51,2007,"Lung cancer",13,2
94,2007,"Lung cancer",14,2
58,2007,"Lung cancer",15,2
43,2007,"Lung cancer",16,2
38,2007,"Lung cancer",17,2
47,2007,"Lung cancer",18,2
1,2008,"Lung cancer",1,1
6,2008,"Lung cancer",2,1
18,2008,"Lung cancer",3,1
17,2008,"Lung cancer",4,1
9,2008,"Lung cancer",6,1
8,2008,"Lung cancer",7,1
8,2008,"Lung cancer",8,1
28,2008,"Lung cancer",9,1
36,2008,"Lung cancer",10,1
18,2008,"Lung cancer",11,1
59,2008,"Lung cancer",12,1
138,2008,"Lung cancer",13,1
143,2008,"Lung cancer",14,1
130,2008,"Lung cancer",15,1
168,2008,"Lung cancer",16,1
139,2008,"Lung cancer",17,1
74,2008,"Lung cancer",18,1
20,2008,"Lung cancer",7,2
11,2008,"Lung cancer",8,2
32,2008,"Lung cancer",10,2
27,2008,"Lung cancer",11,2
52,2008,"Lung cancer",12,2
89,2008,"Lung cancer",13,2
85,2008,"Lung cancer",14,2
84,2008,"Lung cancer",15,2
83,2008,"Lung cancer",16,2
75,2008,"Lung cancer",17,2
59,2008,"Lung cancer",18,2
4,2009,"Lung cancer",1,1
4,2009,"Lung cancer",5,1
7,2009,"Lung cancer",7,1
6,2009,"Lung cancer",9,1
30,2009,"Lung cancer",10,1
39,2009,"Lung cancer",11,1
77,2009,"Lung cancer",12,1
112,2009,"Lung cancer",13,1
162,2009,"Lung cancer",14,1
126,2009,"Lung cancer",15,1
136,2009,"Lung cancer",16,1
120,2009,"Lung cancer",17,1
58,2009,"Lung cancer",18,1
10,2009,"Lung cancer",1,2
17,2009,"Lung cancer",5,2
13,2009,"Lung cancer",6,2
1,2009,"Lung cancer",7,2
4,2009,"Lung cancer",8,2
24,2009,"Lung cancer",9,2
23,2009,"Lung cancer",11,2
43,2009,"Lung cancer",12,2
72,2009,"Lung cancer",13,2
80,2009,"Lung cancer",14,2
89,2009,"Lung cancer",15,2
87,2009,"Lung cancer",16,2
65,2009,"Lung cancer",17,2
64,2009,"Lung cancer",18,2
18,2010,"Lung cancer",1,1
1,2010,"Lung cancer",3,1
18,2010,"Lung cancer",4,1
20,2010,"Lung cancer",6,1
19,2010,"Lung cancer",7,1
14,2010,"Lung cancer",8,1
36,2010,"Lung cancer",10,1
48,2010,"Lung cancer",11,1
76,2010,"Lung cancer",12,1
137,2010,"Lung cancer",13,1
134,2010,"Lung cancer",14,1
166,2010,"Lung cancer",15,1
137,2010,"Lung cancer",16,1
117,2010,"Lung cancer",17,1
91,2010,"Lung cancer",18,1
13,2010,"Lung cancer",3,2
12,2010,"Lung cancer",5,2
1,2010,"Lung cancer",6,2
22,2010,"Lung cancer",9,2
1,2010,"Lung cancer",10,2
11,2010,"Lung cancer",11,2
55,2010,"Lung cancer",12,2
80,2010,"Lung cancer",13,2
79,2010,"Lung cancer",14,2
68,2010,"Lung cancer",15,2
92,2010,"Lung cancer",16,2
67,2010,"Lung cancer",17,2
54,2010,"Lung cancer",18,2
14,2011,"Lung cancer",1,1
6,2011,"Lung cancer",5,1
20,2011,"Lung cancer",6,1
9,2011,"Lung cancer",9,1
24,2011,"Lung cancer",10,1
60,2011,"Lung cancer",11,1
74,2011,"Lung cancer",12,1
124,2011,"Lung cancer",13,1
148,2011,"Lung cancer",14,1
125,2011,"Lung cancer",15,1
148,2011,"Lung cancer",16,1
127,2011,"Lung cancer",17,1
68,2011,"Lung cancer",18,1
10,2011,"Lung cancer",1,2
16,2011,"Lung cancer",2,2
3,2011,"Lung cancer",3,2
19,2011,"Lung cancer",6,2
19,2011,"Lung cancer",7,2
19,2011,"Lung cancer",8,2
20,2011,"Lung cancer",9,2
27,2011,"Lung cancer",10,2
43,2011,"Lung cancer",11,2
61,2011,"Lung cancer",12,2
93,2011,"Lung cancer",13,2
106,2011,"Lung cancer",14,2
84,2011,"Lung cancer",15,2
54,2011,"Lung cancer",16,2
67,2011,"Lung cancer",17,2
34,2011,"Lung cancer",18,2
2,2012,"Lung cancer",2,1
19,2012,"Lung cancer",4,1
1,2012,"Lung cancer",7,1
19,2012,"Lung cancer",8,1
35,2012,"Lung cancer",11,1
68,2012,"Lung cancer",12,1
105,2012,"Lung cancer",13,1
175,2012,"Lung cancer",14,1
184,2012,"Lung cancer",15,1
181,2012,"Lung cancer",16,1
115,2012,"Lung cancer",17,1
95,2012,"Lung cancer",18,1
4,2012,"Lung cancer",1,2
5,2012,"Lung cancer",4,2
13,2012,"Lung cancer",8,2
7,2012,"Lung cancer",10,2
30,2012,"Lung cancer",11,2
63,2012,"Lung cancer",12,2
75,2012,"Lung cancer",13,2
94,2012,"Lung cancer",14,2
80,2012,"Lung cancer",15,2
71,2012,"Lung cancer",16,2
61,2012,"Lung cancer",17,2
50,2012,"Lung cancer",18,2
5,2013,"Lung cancer",1,1
12,2013,"Lung cancer",2,1
15,2013,"Lung cancer",7,1
3,2013,"Lung cancer",8,1
39,2013,"Lung cancer",10,1
47,2013,"Lung cancer",11,1
69,2013,"Lung cancer",12,1
108,2013,"Lung cancer",13,1
152,2013,"Lung cancer",14,1
156,2013,"Lung cancer",15,1
127,2013,"Lung cancer",16,1
121,2013,"Lung cancer",17,1
90,2013,"Lung cancer",18,1
10,2013,"Lung cancer",1,2
15,2013,"Lung cancer",3,2
20,2013,"Lung cancer",9,2
30,2013,"Lung cancer",10,2
48,2013,"Lung cancer",11,2
67,2013,"Lung cancer",12,2
74,2013,"Lung cancer",13,2
123,2013,"Lung cancer",14,2
85,2013,"Lung cancer",15,2
90,2013,"Lung cancer",16,2
100,2013,"Lung cancer",17,2
74,2013,"Lung cancer",18,2
17,2014,"Lung cancer",1,1
18,2014,"Lung cancer",5,1
4,2014,"Lung cancer",6,1
18,2014,"Lung cancer",7,1
20,2014,"Lung cancer",10,1
57,2014,"Lung cancer",11,1
69,2014,"Lung cancer",12,1
129,2014,"Lung cancer",13,1
164,2014,"Lung cancer",14,1
161,2014,"Lung cancer",15,1
119,2014,"Lung cancer",16,1
115,2014,"Lung cancer",17,1
104,2014,"Lung cancer",18,1
8,2014,"Lung cancer",2,2
14,2014,"Lung cancer",4,2
19,2014,"Lung cancer",5,2
1,2014,"Lung cancer",7,2
16,2014,"Lung cancer",8,2
24,2014,"Lung cancer",11,2
40,2014,"Lung cancer",12,2
78,2014,"Lung cancer",13,2
138,2014,"Lung cancer",14,2
129,2014,"Lung cancer",15,2
82,2014,"Lung cancer",16,2
98,2014,"Lung cancer",17,2
38,2014,"Lung cancer",18,2
6,2015,"Lung cancer",1,1
17,2015,"Lung cancer",4,1
1,2015,"Lung cancer",8,1
21,2015,"Lung cancer",9,1
38,2015,"Lung cancer",10,1
28,2015,"Lung cancer",11,1
72,2015,"Lung cancer",12,1
89,2015,"Lung cancer",13,1
183,2015,"Lung cancer",14,1
161,2015,"Lung cancer",15,1
156,2015,"Lung cancer",16,1
148,2015,"Lung cancer",17,1
97,2015,"Lung cancer",18,1
11,2015,"Lung cancer",2,2
15,2015,"Lung cancer",3,2
12,2015,"Lung cancer",6,2
17,2015,"Lung cancer",7,2
20,2015,"Lung cancer",10,2
52,2015,"Lung cancer",11,2
44,2015,"Lung cancer",12,2
74,2015,"Lung cancer",13,2
116,2015,"Lung cancer",14,2
99,2015,"Lung cancer",15,2
87,2015,"Lung cancer",16,2
88,2015,"Lung cancer",17,2
53,2015,"Lung cancer",18,2
11,2016,"Lung cancer",1,1
6,2016,"Lung cancer",3,1
8,2016,"Lung cancer",6,1
1,2016,"Lung cancer",8,1
14,2016,"Lung cancer",9,1
14,2016,"Lung cancer",10,1
46,2016,"Lung cancer",11,1
87,2016,"Lung cancer",12,1
132,2016,"Lung cancer",13,1
137,2016,"Lung cancer",14,1
180,2016,"Lung cancer",15,1
158,2016,"Lung cancer",16,1
132,2016,"Lung cancer",17,1
131,2016,"Lung cancer",18,1
15,2016,"Lung cancer",3,2
13,2016,"Lung cancer",4,2
8,2016,"Lung cancer",5,2
14,2016,"Lung cancer",8,2
22,2016,"Lung cancer",9,2
25,2016,"Lung cancer",10,2
31,2016,"Lung cancer",11,2
66,2016,"Lung cancer",12,2
94,2016,"Lung cancer",13,2
111,2016,"Lung cancer",14,2
146,2016,"Lung cancer",15,2
130,2016,"Lung cancer",16,2
71,2016,"Lung cancer",17,2
80,2016,"Lung cancer",18,2
6,2017,"Lung cancer",1,1
14,2017,"Lung cancer",2,1
7,2017,"Lung cancer",3,1
10,2017,"Lung cancer",8,1
22,2017,"Lung cancer",10,1
49,2017,"Lung cancer",11,1
71,2017,"Lung cancer",12,1
122,2017,"Lung cancer",13,1
188,2017,"Lung cancer",14,1
212,2017,"Lung cancer",15,1
172,2017,"Lung cancer",16,1
122,2017,"Lung cancer",17,1
126,2017,"Lung cancer",18,1
18,2017,"Lung cancer",2,2
2,2017,"Lung cancer",6,2
10,2017,"Lung cancer",7,2
18,2017,"Lung cancer",8,2
15,2017,"Lung cancer",9,2
8,2017,"Lung cancer",10,2
32,2017,"Lung cancer",11,2
92,2017,"Lung cancer",12,2
93,2017,"Lung cancer",13,2
151,2017,"Lung cancer",14,2
135,2017,"Lung cancer",15,2
103,2017,"Lung cancer",16,2
52,2017,"Lung cancer",17,2
74,2017,"Lung cancer",18,2
9,2018,"Lung cancer",1,1
14,2018,"Lung cancer",4,1
12,2018,"Lung cancer",6,1
25,2018,"Lung cancer",9,1
23,2018,"Lung cancer",10,1
37,2018,"Lung cancer",11,1
93,2018,"Lung cancer",12,1
119,2018,"Lung cancer",13,1
183,2018,"Lung cancer",14,1
216,2018,"Lung cancer",15,1
201,2018,"Lung cancer",16,1
112,2018,"Lung cancer",17,1
115,2018,"Lung cancer",18,1
18,2018,"Lung cancer",1,2
17,2018,"Lung cancer",3,2
1,2018,"Lung cancer",4,2
10,2018,"Lung cancer",5,2
22,2018,"Lung cancer",7,2
19,2018,"Lung cancer",10,2
43,2018,"Lung cancer",11,2
78,2018,"Lung cancer",12,2
111,2018,"Lung cancer",13,2
162,2018,"Lung cancer",14,2
163,2018,"Lung cancer",15,2
133,2018,"Lung cancer",16,2
119,2018,"Lung cancer",17,2
68,2018,"Lung cancer",18,2
8,2019,"Lung cancer",2,1
1,2019,"Lung cancer",3,1
11,2019,"Lung cancer",5,1
10,2019,"Lung cancer",6,1
1,2019,"Lung cancer",8,1
10,2019,"Lung cancer",10,1
27,2019,"Lung cancer",11,1
67,2019,"Lung cancer",12,1
139,2019,"Lung cancer",13,1
153,2019,"Lung cancer",14,1
226,2019,"Lung cancer",15,1
203,2019,"Lung cancer",16,1
110,2019,"Lung cancer",17,1
121,2019,"Lung cancer",18,1
2,2019,"Lung cancer",1,2
15,2019,"Lung cancer",2,2
6,2019,"Lung cancer",7,2
15,2019,"Lung cancer",8,2
26,2019,"Lung cancer",10,2
16,2019,"Lung cancer",11,2
87,2019,"Lung cancer",12,2
109,2019,"Lung cancer",13,2
149,2019,"Lung cancer",14,2
168,2019,"Lung cancer",15,2
154,2019,"Lung cancer",16,2
96,2019,"Lung cancer",17,2
59,2019,"Lung cancer",18,2
4,2020,"Lung cancer",1,1
15,2020,"Lung cancer",2,1
4,2020,"Lung cancer",5,1
5,2020,"Lung cancer",7,1
10,2020,"Lung cancer",8,1
8,2020,"Lung cancer",9,1
25,2020,"Lung cancer",10,1
48,2020,"Lung cancer",11,1
75,2020,"Lung cancer",12,1
128,2020,"Lung cancer",13,1
175,2020,"Lung cancer",14,1
197,2020,"Lung cancer",15,1
180,2020,"Lung cancer",16,1
139,2020,"Lung cancer",17,1
112,2020,"Lung cancer",18,1
6,2020,"Lung cancer",2,2
17,2020,"Lung cancer",3,2
