"Deaths_Count","Year","Cancer_Type","AgeGroup","Sex"
16,2014,"Pancreatic cancer",4,1
3,2014,"Pancreatic cancer",5,1
15,2014,"Pancreatic cancer",6,1
13,2014,"Pancreatic cancer",7,1
15,2014,"Pancreatic cancer",8,1
17,2014,"Pancreatic cancer",10,1
4,2014,"Pancreatic cancer",11,1
13,2014,"Pancreatic cancer",12,1
38,2014,"Pancreatic cancer",13,1
37,2014,"Pancreatic cancer",14,1
31,2014,"Pancreatic cancer",15,1
37,2014,"Pancreatic cancer",16,1
37,2014,"Pancreatic cancer",17,1
10,2014,"Pancreatic cancer",18,1
9,2014,"Pancreatic cancer",4,2
15,2014,"Pancreatic cancer",8,2
6,2014,"Pancreatic cancer",11,2
4,2014,"Pancreatic cancer",13,2
26,2014,"Pancreatic cancer",14,2
19,2014,"Pancreatic cancer",15,2
9,2014,"Pancreatic cancer",16,2
38,2014,"Pancreatic cancer",17,2
24,2014,"Pancreatic cancer",18,2
8,2015,"Pancreatic cancer",2,1
2,2015,"Pancreatic cancer",3,1
1,2015,"Pancreatic cancer",5,1
12,2015,"Pancreatic cancer",7,1
1,2015,"Pancreatic cancer",8,1
13,2015,"Pancreatic cancer",11,1
24,2015,"Pancreatic cancer",12,1
13,2015,"Pancreatic cancer",13,1
48,2015,"Pancreatic cancer",14,1
27,2015,"Pancreatic cancer",15,1
38,2015,"Pancreatic cancer",16,1
16,2015,"Pancreatic cancer",17,1
24,2015,"Pancreatic cancer",18,1
10,2015,"Pancreatic cancer",1,2
14,2015,"Pancreatic cancer",3,2
2,2015,"Pancreatic cancer",5,2
16,2015,"Pancreatic cancer",6,2
7,2015,"Pancreatic cancer",7,2
16,2015,"Pancreatic cancer",9,2
20,2015,"Pancreatic cancer",12,2
21,2015,"Pancreatic cancer",13,2
28,2015,"Pancreatic cancer",14,2
18,2015,"Pancreatic cancer",15,2
26,2015,"Pancreatic cancer",16,2
11,2015,"Pancreatic cancer",17,2
50,2015,"Pancreatic cancer",18,2
1,2016,"Pancreatic cancer",1,1
13,2016,"Pancreatic cancer",2,1
12,2016,"Pancreatic cancer",3,1
17,2016,"Pancreatic cancer",7,1
17,2016,"Pancreatic cancer",8,1
4,2016,"Pancreatic cancer",9,1
5,2016,"Pancreatic cancer",10,1
22,2016,"Pancreatic cancer",11,1
6,2016,"Pancreatic cancer",12,1
35,2016,"Pancreatic cancer",13,1
22,2016,"Pancreatic cancer",14,1
39,2016,"Pancreatic cancer",15,1
18,2016,"Pancreatic cancer",16,1
14,2016,"Pancreatic cancer",17,1
27,2016,"Pancreatic cancer",18,1
2,2016,"Pancreatic cancer",3,2
2,2016,"Pancreatic cancer",5,2
10,2016,"Pancreatic cancer",6,2
10,2016,"Pancreatic cancer",7,2
4,2016,"Pancreatic cancer",8,2
11,2016,"Pancreatic cancer",9,2
5,2016,"Pancreatic cancer",11,2
11,2016,"Pancreatic cancer",12,2
35,2016,"Pancreatic cancer",14,2
8,2016,"Pancreatic cancer",15,2
40,2016,"Pancreatic cancer",16,2
30,2016,"Pancreatic cancer",17,2
26,2016,"Pancreatic cancer",18,2
8,2017,"Pancreatic cancer",1,1
5,2017,"Pancreatic cancer",4,1
12,2017,"Pancreatic cancer",5,1
1,2017,"Pancreatic cancer",6,1
12,2017,"Pancreatic cancer",11,1
27,2017,"Pancreatic cancer",12,1
28,2017,"Pancreatic cancer",13,1
37,2017,"Pancreatic cancer",14,1
27,2017,"Pancreatic cancer",15,1
42,2017,"Pancreatic cancer",16,1
32,2017,"Pancreatic cancer",17,1
36,2017,"Pancreatic cancer",18,1
8,2017,"Pancreatic cancer",1,2
17,2017,"Pancreatic cancer",2,2
14,2017,"Pancreatic cancer",3,2
11,2017,"Pancreatic cancer",6,2
10,2017,"Pancreatic cancer",7,2
8,2017,"Pancreatic cancer",8,2
10,2017,"Pancreatic cancer",9,2
4,2017,"Pancreatic cancer",11,2
12,2017,"Pancreatic cancer",12,2
14,2017,"Pancreatic cancer",13,2
10,2017,"Pancreatic cancer",14,2
15,2017,"Pancreatic cancer",15,2
41,2017,"Pancreatic cancer",16,2
23,2017,"Pancreatic cancer",17,2
40,2017,"Pancreatic cancer",18,2
10,2018,"Pancreatic cancer",2,1
5,2018,"Pancreatic cancer",5,1
17,2018,"Pancreatic cancer",7,1
17,2018,"Pancreatic cancer",8,1
7,2018,"Pancreatic cancer",9,1
9,2018,"Pancreatic cancer",10,1
23,2018,"Pancreatic cancer",11,1
17,2018,"Pancreatic cancer",12,1
13,2018,"Pancreatic cancer",13,1
28,2018,"Pancreatic cancer",14,1
38,2018,"Pancreatic cancer",15,1
19,2018,"Pancreatic cancer",16,1
26,2018,"Pancreatic cancer",17,1
40,2018,"Pancreatic cancer",18,1
7,2018,"Pancreatic cancer",2,2
13,2018,"Pancreatic cancer",3,2
9,2018,"Pancreatic cancer",5,2
15,2018,"Pancreatic cancer",7,2
11,2018,"Pancreatic cancer",10,2
8,2018,"Pancreatic cancer",11,2
3,2018,"Pancreatic cancer",12,2
41,2018,"Pancreatic cancer",14,2
19,2018,"Pancreatic cancer",15,2
29,2018,"Pancreatic cancer",16,2
22,2018,"Pancreatic cancer",17,2
51,2018,"Pancreatic cancer",18,2
16,2019,"Pancreatic cancer",1,1
9,2019,"Pancreatic cancer",3,1
14,2019,"Pancreatic cancer",5,1
1,2019,"Pancreatic cancer",9,1
19,2019,"Pancreatic cancer",10,1
18,2019,"Pancreatic cancer",13,1
28,2019,"Pancreatic cancer",14,1
29,2019,"Pancreatic cancer",15,1
46,2019,"Pancreatic cancer",16,1
20,2019,"Pancreatic cancer",17,1
9,2019,"Pancreatic cancer",18,1
15,2019,"Pancreatic cancer",1,2
13,2019,"Pancreatic cancer",4,2
1,2019,"Pancreatic cancer",5,2
17,2019,"Pancreatic cancer",6,2
9,2019,"Pancreatic cancer",7,2
14,2019,"Pancreatic cancer",9,2
17,2019,"Pancreatic cancer",11,2
11,2019,"Pancreatic cancer",13,2
30,2019,"Pancreatic cancer",14,2
24,2019,"Pancreatic cancer",15,2
26,2019,"Pancreatic cancer",16,2
29,2019,"Pancreatic cancer",17,2
54,2019,"Pancreatic cancer",18,2
6,2020,"Pancreatic cancer",1,1
5,2020,"Pancreatic cancer",8,1
4,2020,"Pancreatic cancer",9,1
11,2020,"Pancreatic cancer",11,1
25,2020,"Pancreatic cancer",12,1
37,2020,"Pancreatic cancer",13,1
50,2020,"Pancreatic cancer",14,1
33,2020,"Pancreatic cancer",15,1
50,2020,"Pancreatic cancer",16,1
37,2020,"Pancreatic cancer",17,1
24,2020,"Pancreatic cancer",18,1
10,2020,"Pancreatic cancer",4,2
17,2020,"Pancreatic cancer",5,2
8,2020,"Pancreatic cancer",6,2
10,2020,"Pancreatic cancer",8,2
16,2020,"Pancreatic cancer",10,2
2,2020,"Pancreatic cancer",11,2
26,2020,"Pancreatic cancer",12,2
30,2020,"Pancreatic cancer",13,2
34,2020,"Pancreatic cancer",14,2
43,2020,"Pancreatic cancer",15,2
37,2020,"Pancreatic cancer",16,2
49,2020,"Pancreatic cancer",17,2
59,2020,"Pancreatic cancer",18,2
16,2021,"Pancreatic cancer",6,1
4,2021,"Pancreatic cancer",7,1
13,2021,"Pancreatic cancer",10,1
3,2021,"Pancreatic cancer",11,1
15,2021,"Pancreatic cancer",12,1
34,2021,"Pancreatic cancer",13,1
38,2021,"Pancreatic cancer",14,1
59,2021,"Pancreatic cancer",15,1
29,2021,"Pancreatic cancer",16,1
47,2021,"Pancreatic cancer",17,1
32,2021,"Pancreatic cancer",18,1
10,2021,"Pancreatic cancer",2,2
3,2021,"Pancreatic cancer",3,2
12,2021,"Pancreatic cancer",4,2
3,2021,"Pancreatic cancer",7,2
6,2021,"Pancreatic cancer",9,2
8,2021,"Pancreatic cancer",10,2
15,2021,"Pancreatic cancer",11,2
8,2021,"Pancreatic cancer",12,2
17,2021,"Pancreatic cancer",13,2
30,2021,"Pancreatic cancer",14,2
35,2021,"Pancreatic cancer",15,2
25,2021,"Pancreatic cancer",16,2
51,2021,"Pancreatic cancer",17,2
41,2021,"Pancreatic cancer",18,2
11,2022,"Pancreatic cancer",1,1
15,2022,"Pancreatic cancer",2,1
2,2022,"Pancreatic cancer",4,1
2,2022,"Pancreatic cancer",6,1
6,2022,"Pancreatic cancer",8,1
15,2022,"Pancreatic cancer",10,1
13,2022,"Pancreatic cancer",11,1
21,2022,"Pancreatic cancer",12,1
35,2022,"Pancreatic cancer",13,1
50,2022,"Pancreatic cancer",14,1
57,2022,"Pancreatic cancer",15,1
35,2022,"Pancreatic cancer",16,1
48,2022,"Pancreatic cancer",17,1
40,2022,"Pancreatic cancer",18,1
5,2022,"Pancreatic cancer",1,2
13,2022,"Pancreatic cancer",2,2
5,2022,"Pancreatic cancer",4,2
7,2022,"Pancreatic cancer",8,2
11,2022,"Pancreatic cancer",9,2
2,2022,"Pancreatic cancer",11,2
1,2022,"Pancreatic cancer",12,2
19,2022,"Pancreatic cancer",13,2
34,2022,"Pancreatic cancer",14,2
22,2022,"Pancreatic cancer",15,2
51,2022,"Pancreatic cancer",16,2
46,2022,"Pancreatic cancer",17,2
46,2022,"Pancreatic cancer",18,2
17,2023,"Pancreatic cancer",1,1
1,2023,"Pancreatic cancer",3,1
15,2023,"Pancreatic cancer",5,1
3,2023,"Pancreatic cancer",9,1
10,2023,"Pancreatic cancer",11,1
3,2023,"Pancreatic cancer",12,1
33,2023,"Pancreatic cancer",13,1
51,2023,"Pancreatic cancer",14,1
64,2023,"Pancreatic cancer",15,1
64,2023,"Pancreatic cancer",16,1
30,2023,"Pancreatic cancer",17,1
39,2023,"Pancreatic cancer",18,1
1,2023,"Pancreatic cancer",3,2
14,2023,"Pancreatic cancer",4,2
9,2023,"Pancreatic cancer",5,2
14,2023,"Pancreatic cancer",8,2
4,2023,"Pancreatic cancer",10,2
9,2023,"Pancreatic cancer",13,2
20,2023,"Pancreatic cancer",14,2
49,2023,"Pancreatic cancer",15,2
57,2023,"Pancreatic cancer",16,2
60,2023,"Pancreatic cancer",17,2
58,2023,"Pancreatic cancer",18,2
1,2005,"Lung cancer",1,1
11,2005,"Lung cancer",7,1
8,2005,"Lung cancer",8,1
3,2005,"Lung cancer",9,1
27,2005,"Lung cancer",10,1
39,2005,"Lung cancer",11,1
45,2005,"Lung cancer",12,1
85,2005,"Lung cancer",13,1
120,2005,"Lung cancer",14,1
106,2005,"Lung cancer",15,1
131,2005,"Lung cancer",16,1
92,2005,"Lung cancer",17,1
60,2005,"Lung cancer",18,1
11,2005,"Lung cancer",2,2
4,2005,"Lung cancer",3,2
5,2005,"Lung cancer",4,2
16,2005,"Lung cancer",6,2
2,2005,"Lung cancer",8,2
5,2005,"Lung cancer",9,2
1,2005,"Lung cancer",10,2
24,2005,"Lung cancer",11,2
29,2005,"Lung cancer",12,2
53,2005,"Lung cancer",13,2
70,2005,"Lung cancer",14,2
69,2005,"Lung cancer",15,2
52,2005,"Lung cancer",16,2
54,2005,"Lung cancer",17,2
21,2005,"Lung cancer",18,2
7,2006,"Lung cancer",2,1
17,2006,"Lung cancer",3,1
11,2006,"Lung cancer",7,1
11,2006,"Lung cancer",8,1
14,2006,"Lung cancer",10,1
10,2006,"Lung cancer",11,1
83,2006,"Lung cancer",12,1
87,2006,"Lung cancer",13,1
92,2006,"Lung cancer",14,1
131,2006,"Lung cancer",15,1
147,2006,"Lung cancer",16,1
127,2006,"Lung cancer",17,1
44,2006,"Lung cancer",18,1
8,2006,"Lung cancer",2,2
7,2006,"Lung cancer",3,2
7,2006,"Lung cancer",4,2
10,2006,"Lung cancer",5,2
12,2006,"Lung cancer",7,2
15,2006,"Lung cancer",9,2
21,2006,"Lung cancer",10,2
26,2006,"Lung cancer",11,2
22,2006,"Lung cancer",12,2
70,2006,"Lung cancer",13,2
58,2006,"Lung cancer",14,2
49,2006,"Lung cancer",15,2
47,2006,"Lung cancer",16,2
57,2006,"Lung cancer",17,2
43,2006,"Lung cancer",18,2
4,2007,"Lung cancer",1,1
16,2007,"Lung cancer",2,1
13,2007,"Lung cancer",3,1
10,2007,"Lung cancer",5,1
16,2007,"Lung cancer",6,1
10,2007,"Lung cancer",7,1
13,2007,"Lung cancer",10,1
34,2007,"Lung cancer",11,1
52,2007,"Lung cancer",12,1
107,2007,"Lung cancer",13,1
140,2007,"Lung cancer",14,1
133,2007,"Lung cancer",15,1
136,2007,"Lung cancer",16,1
97,2007,"Lung cancer",17,1
54,2007,"Lung cancer",18,1
5,2007,"Lung cancer",1,2
16,2007,"Lung cancer",2,2
7,2007,"Lung cancer",4,2
8,2007,"Lung cancer",5,2
12,2007,"Lung cancer",8,2
8,2007,"Lung cancer",9,2
6,2007,"Lung cancer",10,2
23,2007,"Lung cancer",11,2
50,2007,"Lung cancer",12,2
51,2007,"Lung cancer",13,2
45,2007,"Lung cancer",14,2
57,2007,"Lung cancer",15,2
49,2007,"Lung cancer",16,2
60,2007,"Lung cancer",17,2
54,2007,"Lung cancer",18,2
8,2008,"Lung cancer",1,1
12,2008,"Lung cancer",3,1
14,2008,"Lung cancer",7,1
9,2008,"Lung cancer",8,1
14,2008,"Lung cancer",9,1
14,2008,"Lung cancer",10,1
25,2008,"Lung cancer",11,1
41,2008,"Lung cancer",12,1
89,2008,"Lung cancer",13,1
105,2008,"Lung cancer",14,1
140,2008,"Lung cancer",15,1
104,2008,"Lung cancer",16,1
107,2008,"Lung cancer",17,1
81,2008,"Lung cancer",18,1
17,2008,"Lung cancer",1,2
16,2008,"Lung cancer",2,2
17,2008,"Lung cancer",3,2
12,2008,"Lung cancer",4,2
8,2008,"Lung cancer",6,2
12,2008,"Lung cancer",7,2
12,2008,"Lung cancer",8,2
14,2008,"Lung cancer",9,2
19,2008,"Lung cancer",10,2
6,2008,"Lung cancer",11,2
48,2008,"Lung cancer",12,2
56,2008,"Lung cancer",13,2
62,2008,"Lung cancer",14,2
60,2008,"Lung cancer",15,2
42,2008,"Lung cancer",16,2
52,2008,"Lung cancer",17,2
52,2008,"Lung cancer",18,2
4,2009,"Lung cancer",1,1
10,2009,"Lung cancer",2,1
5,2009,"Lung cancer",4,1
9,2009,"Lung cancer",8,1
3,2009,"Lung cancer",9,1
32,2009,"Lung cancer",10,1
18,2009,"Lung cancer",11,1
38,2009,"Lung cancer",12,1
76,2009,"Lung cancer",13,1
105,2009,"Lung cancer",14,1
121,2009,"Lung cancer",15,1
121,2009,"Lung cancer",16,1
105,2009,"Lung cancer",17,1
85,2009,"Lung cancer",18,1
15,2009,"Lung cancer",4,2
24,2009,"Lung cancer",10,2
29,2009,"Lung cancer",11,2
45,2009,"Lung cancer",12,2
71,2009,"Lung cancer",13,2
62,2009,"Lung cancer",14,2
83,2009,"Lung cancer",15,2
49,2009,"Lung cancer",16,2
49,2009,"Lung cancer",17,2
69,2009,"Lung cancer",18,2
12,2010,"Lung cancer",2,1
1,2010,"Lung cancer",3,1
14,2010,"Lung cancer",5,1
3,2010,"Lung cancer",6,1
30,2010,"Lung cancer",10,1
6,2010,"Lung cancer",11,1
65,2010,"Lung cancer",12,1
75,2010,"Lung cancer",13,1
147,2010,"Lung cancer",14,1
133,2010,"Lung cancer",15,1
111,2010,"Lung cancer",16,1
107,2010,"Lung cancer",17,1
85,2010,"Lung cancer",18,1
12,2010,"Lung cancer",1,2
9,2010,"Lung cancer",3,2
8,2010,"Lung cancer",6,2
13,2010,"Lung cancer",7,2
8,2010,"Lung cancer",8,2
18,2010,"Lung cancer",9,2
28,2010,"Lung cancer",11,2
20,2010,"Lung cancer",12,2
57,2010,"Lung cancer",13,2
62,2010,"Lung cancer",14,2
75,2010,"Lung cancer",15,2
64,2010,"Lung cancer",16,2
38,2010,"Lung cancer",17,2
64,2010,"Lung cancer",18,2
1,2011,"Lung cancer",3,1
15,2011,"Lung cancer",4,1
2,2011,"Lung cancer",8,1
11,2011,"Lung cancer",10,1
36,2011,"Lung cancer",11,1
46,2011,"Lung cancer",12,1
90,2011,"Lung cancer",13,1
101,2011,"Lung cancer",14,1
125,2011,"Lung cancer",15,1
122,2011,"Lung cancer",16,1
106,2011,"Lung cancer",17,1
72,2011,"Lung cancer",18,1
14,2011,"Lung cancer",3,2
3,2011,"Lung cancer",5,2
7,2011,"Lung cancer",8,2
25,2011,"Lung cancer",10,2
17,2011,"Lung cancer",11,2
38,2011,"Lung cancer",12,2
58,2011,"Lung cancer",13,2
78,2011,"Lung cancer",14,2
63,2011,"Lung cancer",15,2
60,2011,"Lung cancer",16,2
41,2011,"Lung cancer",17,2
64,2011,"Lung cancer",18,2
17,2012,"Lung cancer",1,1
3,2012,"Lung cancer",2,1
6,2012,"Lung cancer",4,1
15,2012,"Lung cancer",7,1
3,2012,"Lung cancer",8,1
24,2012,"Lung cancer",11,1
50,2012,"Lung cancer",12,1
78,2012,"Lung cancer",13,1
130,2012,"Lung cancer",14,1
141,2012,"Lung cancer",15,1
94,2012,"Lung cancer",16,1
105,2012,"Lung cancer",17,1
68,2012,"Lung cancer",18,1
6,2012,"Lung cancer",1,2
6,2012,"Lung cancer",3,2
5,2012,"Lung cancer",4,2
16,2012,"Lung cancer",9,2
8,2012,"Lung cancer",10,2
36,2012,"Lung cancer",11,2
44,2012,"Lung cancer",12,2
46,2012,"Lung cancer",13,2
75,2012,"Lung cancer",14,2
77,2012,"Lung cancer",15,2
54,2012,"Lung cancer",16,2
60,2012,"Lung cancer",17,2
48,2012,"Lung cancer",18,2
14,2013,"Lung cancer",4,1
9,2013,"Lung cancer",9,1
21,2013,"Lung cancer",10,1
48,2013,"Lung cancer",11,1
42,2013,"Lung cancer",12,1
94,2013,"Lung cancer",13,1
144,2013,"Lung cancer",14,1
144,2013,"Lung cancer",15,1
125,2013,"Lung cancer",16,1
118,2013,"Lung cancer",17,1
113,2013,"Lung cancer",18,1
6,2013,"Lung cancer",3,2
7,2013,"Lung cancer",5,2
14,2013,"Lung cancer",7,2
3,2013,"Lung cancer",9,2
18,2013,"Lung cancer",10,2
16,2013,"Lung cancer",11,2
57,2013,"Lung cancer",12,2
29,2013,"Lung cancer",13,2
80,2013,"Lung cancer",14,2
64,2013,"Lung cancer",15,2
55,2013,"Lung cancer",16,2
45,2013,"Lung cancer",17,2
52,2013,"Lung cancer",18,2
12,2014,"Lung cancer",4,1
9,2014,"Lung cancer",6,1
16,2014,"Lung cancer",7,1
17,2014,"Lung cancer",8,1
29,2014,"Lung cancer",10,1
36,2014,"Lung cancer",11,1
59,2014,"Lung cancer",12,1
78,2014,"Lung cancer",13,1
140,2014,"Lung cancer",14,1
144,2014,"Lung cancer",15,1
129,2014,"Lung cancer",16,1
103,2014,"Lung cancer",17,1
91,2014,"Lung cancer",18,1
14,2014,"Lung cancer",1,2
8,2014,"Lung cancer",2,2
3,2014,"Lung cancer",3,2
9,2014,"Lung cancer",6,2
10,2014,"Lung cancer",7,2
13,2014,"Lung cancer",8,2
18,2014,"Lung cancer",9,2
25,2014,"Lung cancer",10,2
39,2014,"Lung cancer",11,2
40,2014,"Lung cancer",12,2
60,2014,"Lung cancer",13,2
90,2014,"Lung cancer",14,2
85,2014,"Lung cancer",15,2
56,2014,"Lung cancer",16,2
55,2014,"Lung cancer",17,2
61,2014,"Lung cancer",18,2
11,2015,"Lung cancer",2,1
16,2015,"Lung cancer",3,1
13,2015,"Lung cancer",9,1
15,2015,"Lung cancer",10,1
38,2015,"Lung cancer",11,1
61,2015,"Lung cancer",12,1
75,2015,"Lung cancer",13,1
114,2015,"Lung cancer",14,1
155,2015,"Lung cancer",15,1
122,2015,"Lung cancer",16,1
102,2015,"Lung cancer",17,1
94,2015,"Lung cancer",18,1
3,2015,"Lung cancer",2,2
12,2015,"Lung cancer",3,2
15,2015,"Lung cancer",4,2
4,2015,"Lung cancer",6,2
29,2015,"Lung cancer",10,2
15,2015,"Lung cancer",11,2
34,2015,"Lung cancer",12,2
72,2015,"Lung cancer",13,2
69,2015,"Lung cancer",14,2
86,2015,"Lung cancer",15,2
86,2015,"Lung cancer",16,2
69,2015,"Lung cancer",17,2
45,2015,"Lung cancer",18,2
22,2016,"Lung cancer",9,1
12,2016,"Lung cancer",10,1
25,2016,"Lung cancer",11,1
72,2016,"Lung cancer",12,1
67,2016,"Lung cancer",13,1
113,2016,"Lung cancer",14,1
157,2016,"Lung cancer",15,1
128,2016,"Lung cancer",16,1
82,2016,"Lung cancer",17,1
126,2016,"Lung cancer",18,1
2,2016,"Lung cancer",2,2
9,2016,"Lung cancer",3,2
5,2016,"Lung cancer",4,2
18,2016,"Lung cancer",8,2
15,2016,"Lung cancer",9,2
12,2016,"Lung cancer",10,2
6,2016,"Lung cancer",11,2
46,2016,"Lung cancer",12,2
47,2016,"Lung cancer",13,2
61,2016,"Lung cancer",14,2
94,2016,"Lung cancer",15,2
60,2016,"Lung cancer",16,2
43,2016,"Lung cancer",17,2
64,2016,"Lung cancer",18,2
13,2017,"Lung cancer",1,1
6,2017,"Lung cancer",10,1
33,2017,"Lung cancer",11,1
46,2017,"Lung cancer",12,1
98,2017,"Lung cancer",13,1
131,2017,"Lung cancer",14,1
166,2017,"Lung cancer",15,1
143,2017,"Lung cancer",16,1
124,2017,"Lung cancer",17,1
99,2017,"Lung cancer",18,1
15,2017,"Lung cancer",1,2
7,2017,"Lung cancer",6,2
2,2017,"Lung cancer",8,2
3,2017,"Lung cancer",10,2
8,2017,"Lung cancer",11,2
49,2017,"Lung cancer",12,2
59,2017,"Lung cancer",13,2
106,2017,"Lung cancer",14,2
96,2017,"Lung cancer",15,2
90,2017,"Lung cancer",16,2
53,2017,"Lung cancer",17,2
71,2017,"Lung cancer",18,2
17,2018,"Lung cancer",1,1
16,2018,"Lung cancer",3,1
4,2018,"Lung cancer",4,1
12,2018,"Lung cancer",5,1
9,2018,"Lung cancer",6,1
5,2018,"Lung cancer",7,1
3,2018,"Lung cancer",9,1
26,2018,"Lung cancer",10,1
41,2018,"Lung cancer",11,1
48,2018,"Lung cancer",12,1
85,2018,"Lung cancer",13,1
120,2018,"Lung cancer",14,1
132,2018,"Lung cancer",15,1
132,2018,"Lung cancer",16,1
96,2018,"Lung cancer",17,1
77,2018,"Lung cancer",18,1
4,2018,"Lung cancer",1,2
16,2018,"Lung cancer",4,2
10,2018,"Lung cancer",5,2
17,2018,"Lung cancer",7,2
13,2018,"Lung cancer",9,2
5,2018,"Lung cancer",10,2
27,2018,"Lung cancer",11,2
42,2018,"Lung cancer",12,2
75,2018,"Lung cancer",13,2
63,2018,"Lung cancer",14,2
118,2018,"Lung cancer",15,2
72,2018,"Lung cancer",16,2
83,2018,"Lung cancer",17,2
68,2018,"Lung cancer",18,2
4,2019,"Lung cancer",2,1
13,2019,"Lung cancer",5,1
14,2019,"Lung cancer",10,1
38,2019,"Lung cancer",11,1
32,2019,"Lung cancer",12,1
106,2019,"Lung cancer",13,1
108,2019,"Lung cancer",14,1
161,2019,"Lung cancer",15,1
113,2019,"Lung cancer",16,1
100,2019,"Lung cancer",17,1
127,2019,"Lung cancer",18,1
13,2019,"Lung cancer",1,2
12,2019,"Lung cancer",3,2
8,2019,"Lung cancer",5,2
2,2019,"Lung cancer",9,2
17,2019,"Lung cancer",10,2
21,2019,"Lung cancer",11,2
36,2019,"Lung cancer",12,2
61,2019,"Lung cancer",13,2
80,2019,"Lung cancer",14,2
90,2019,"Lung cancer",15,2
95,2019,"Lung cancer",16,2
68,2019,"Lung cancer",17,2
98,2019,"Lung cancer",18,2
13,2020,"Lung cancer",1,1
16,2020,"Lung cancer",3,1
8,2020,"Lung cancer",8,1
24,2020,"Lung cancer",10,1
9,2020,"Lung cancer",11,1
52,2020,"Lung cancer",12,1
89,2020,"Lung cancer",13,1
99,2020,"Lung cancer",14,1
125,2020,"Lung cancer",15,1
122,2020,"Lung cancer",16,1
115,2020,"Lung cancer",17,1
107,2020,"Lung cancer",18,1
9,2020,"Lung cancer",1,2
13,2020,"Lung cancer",2,2
5,2020,"Lung cancer",4,2
8,2020,"Lung cancer",5,2
14,2020,"Lung cancer",7,2
18,2020,"Lung cancer",10,2
13,2020,"Lung cancer",11,2
52,2020,"Lung cancer",12,2
58,2020,"Lung cancer",13,2
81,2020,"Lung cancer",14,2
123,2020,"Lung cancer",15,2
110,2020,"Lung cancer",16,2
79,2020,"Lung cancer",17,2
96,2020,"Lung cancer",18,2
17,2021,"Lung cancer",2,1
5,2021,"Lung cancer",3,1
3,2021,"Lung cancer",4,1
16,2021,"Lung cancer",5,1
16,2021,"Lung cancer",6,1
12,2021,"Lung cancer",7,1
4,2021,"Lung cancer",8,1
24,2021,"Lung cancer",9,1
8,2021,"Lung cancer",10,1
9,2021,"Lung cancer",11,1
62,2021,"Lung cancer",12,1
88,2021,"Lung cancer",13,1
104,2021,"Lung cancer",14,1
155,2021,"Lung cancer",15,1
152,2021,"Lung cancer",16,1
91,2021,"Lung cancer",17,1
99,2021,"Lung cancer",18,1
12,2021,"Lung cancer",2,2
6,2021,"Lung cancer",5,2
8,2021,"Lung cancer",7,2
16,2021,"Lung cancer",9,2
12,2021,"Lung cancer",11,2
21,2021,"Lung cancer",12,2
51,2021,"Lung cancer",13,2
87,2021,"Lung cancer",14,2
98,2021,"Lung cancer",15,2
111,2021,"Lung cancer",16,2
61,2021,"Lung cancer",17,2
95,2021,"Lung cancer",18,2
17,2022,"Lung cancer",2,1
6,2022,"Lung cancer",3,1
16,2022,"Lung cancer",6,1
8,2022,"Lung cancer",8,1
19,2022,"Lung cancer",10,1
27,2022,"Lung cancer",11,1
41,2022,"Lung cancer",12,1
108,2022,"Lung cancer",13,1
81,2022,"Lung cancer",14,1
131,2022,"Lung cancer",15,1
176,2022,"Lung cancer",16,1
155,2022,"Lung cancer",17,1
125,2022,"Lung cancer",18,1
15,2022,"Lung cancer",2,2
3,2022,"Lung cancer",3,2
7,2022,"Lung cancer",4,2
3,2022,"Lung cancer",5,2
2,2022,"Lung cancer",6,2
1,2022,"Lung cancer",8,2
12,2022,"Lung cancer",9,2
10,2022,"Lung cancer",11,2
40,2022,"Lung cancer",12,2
75,2022,"Lung cancer",13,2
107,2022,"Lung cancer",14,2
88,2022,"Lung cancer",15,2
137,2022,"Lung cancer",16,2
93,2022,"Lung cancer",17,2
100,2022,"Lung cancer",18,2
10,2023,"Lung cancer",2,1
11,2023,"Lung cancer",5,1
11,2023,"Lung cancer",8,1
3,2023,"Lung cancer",10,1
13,2023,"Lung cancer",11,1
34,2023,"Lung cancer",12,1
65,2023,"Lung cancer",13,1
99,2023,"Lung cancer",14,1
145,2023,"Lung cancer",15,1
167,2023,"Lung cancer",16,1
142,2023,"Lung cancer",17,1
119,2023,"Lung cancer",18,1
9,2023,"Lung cancer",1,2
7,2023,"Lung cancer",3,2
5,2023,"Lung cancer",4,2
16,2023,"Lung cancer",5,2
7,2023,"Lung cancer",6,2
1,2023,"Lung cancer",7,2
4,2023,"Lung cancer",9,2
24,2023,"Lung cancer",11,2
23,2023,"Lung cancer",12,2
62,2023,"Lung cancer",13,2
95,2023,"Lung cancer",14,2
95,2023,"Lung cancer",15,2
114,2023,"Lung cancer",16,2
119,2023,"Lung cancer",17,2
96,2023,"Lung cancer",18,2
5,2005,"Melanoma cancer",2,1
6,2005,"Melanoma cancer",5,1
19,2005,"Melanoma cancer",6,1
10,2005,"Melanoma cancer",9,1
23,2005,"Melanoma cancer",11,1
6,2005,"Melanoma cancer",12,1
6,2005,"Melanoma cancer",13,1
6,2005,"Melanoma cancer",14,1
17,2005,"Melanoma cancer",15,1
26,2005,"Melanoma cancer",16,1
28,2005,"Melanoma cancer",17,1
10,2005,"Melanoma cancer",3,2
5,2005,"Melanoma cancer",4,2
15,2005,"Melanoma cancer",5,2
7,2005,"Melanoma cancer",7,2
19,2005,"Melanoma cancer",8,2
